Date,Price
16-03-2021,64.80000305
17-03-2021,64.59999847
18-03-2021,60
19-03-2021,61.41999817
22-03-2021,61.54999924
23-03-2021,57.75999832
24-03-2021,61.18000031
25-03-2021,58.56000137
26-03-2021,60.97000122
29-03-2021,61.56000137
30-03-2021,60.54999924
31-03-2021,59.15999985
01-04-2021,61.45000076
02-04-2021,60.05000114
05-04-2021,58.65000153
06-04-2021,59.33000183
07-04-2021,59.77000046
08-04-2021,59.59999847
09-04-2021,59.31999969
12-04-2021,59.70000076
13-04-2021,60.18000031
14-04-2021,63.15000153
15-04-2021,63.45999908
16-04-2021,63.13000107
19-04-2021,63.38000107
20-04-2021,62.43999863
21-04-2021,61.34999847
22-04-2021,61.43000031
23-04-2021,62.13999939
26-04-2021,61.90999985
27-04-2021,62.93999863
28-04-2021,63.86000061
29-04-2021,65.01000214
30-04-2021,63.58000183
03-05-2021,64.48999786
04-05-2021,65.69000244
05-05-2021,65.62999725
06-05-2021,64.70999908
07-05-2021,64.90000153
10-05-2021,64.91999817
11-05-2021,65.27999878
12-05-2021,66.08000183
13-05-2021,63.81999969
14-05-2021,65.37000275
17-05-2021,66.26999664
18-05-2021,65.48999786
19-05-2021,63.36000061
20-05-2021,62.04999924
21-05-2021,63.58000183
24-05-2021,66.05000305
25-05-2021,66.06999969
26-05-2021,66.20999908
27-05-2021,66.84999847
28-05-2021,66.31999969
01-06-2021,67.72000122
02-06-2021,68.83000183
03-06-2021,68.80999756
04-06-2021,69.62000275
07-06-2021,69.23000336
08-06-2021,70.05000305
09-06-2021,69.95999908
10-06-2021,70.29000092
11-06-2021,70.91000366
14-06-2021,70.87999725
15-06-2021,72.12000275
16-06-2021,72.15000153
17-06-2021,71.04000092
18-06-2021,71.63999939
21-06-2021,73.66000366
22-06-2021,73.05999756
23-06-2021,73.08000183
24-06-2021,73.30000305
25-06-2021,74.05000305
28-06-2021,72.91000366
29-06-2021,72.98000336
30-06-2021,73.47000122
01-07-2021,75.23000336
02-07-2021,75.16000366
06-07-2021,73.37000275
07-07-2021,72.19999695
08-07-2021,72.94000244
09-07-2021,74.55999756
12-07-2021,74.09999847
13-07-2021,75.25
14-07-2021,73.12999725
15-07-2021,71.65000153
16-07-2021,71.80999756
19-07-2021,66.41999817
20-07-2021,67.41999817
21-07-2021,70.30000305
22-07-2021,71.91000366
23-07-2021,72.06999969
26-07-2021,71.91000366
27-07-2021,71.65000153
28-07-2021,72.38999939
29-07-2021,73.62000275
30-07-2021,73.94999695
02-08-2021,71.26000214
03-08-2021,70.55999756
04-08-2021,68.15000153
05-08-2021,69.08999634
06-08-2021,68.27999878
09-08-2021,66.48000336
10-08-2021,68.29000092
11-08-2021,69.25
12-08-2021,69.08999634
13-08-2021,68.44000244
16-08-2021,67.29000092
17-08-2021,66.58999634
18-08-2021,65.45999908
19-08-2021,63.68999863
20-08-2021,62.31999969
23-08-2021,65.63999939
24-08-2021,67.54000092
25-08-2021,68.36000061
26-08-2021,67.41999817
27-08-2021,68.73999786
30-08-2021,69.20999908
31-08-2021,68.5
01-09-2021,68.58999634
02-09-2021,69.98999786
03-09-2021,69.29000092
07-09-2021,68.34999847
08-09-2021,69.30000305
09-09-2021,68.13999939
10-09-2021,69.72000122
13-09-2021,70.44999695
14-09-2021,70.45999908
15-09-2021,72.61000061
16-09-2021,72.61000061
17-09-2021,71.97000122
20-09-2021,70.29000092
21-09-2021,70.55999756
22-09-2021,72.23000336
23-09-2021,73.30000305
24-09-2021,73.98000336
27-09-2021,75.44999695
28-09-2021,75.29000092
29-09-2021,74.83000183
30-09-2021,75.02999878
01-10-2021,75.87999725
04-10-2021,77.62000275
05-10-2021,78.93000031
06-10-2021,77.43000031
07-10-2021,78.30000305
08-10-2021,79.34999847
11-10-2021,80.51999664
12-10-2021,80.63999939
13-10-2021,80.44000244
14-10-2021,81.30999756
15-10-2021,82.27999878
18-10-2021,82.44000244
19-10-2021,82.95999908
20-10-2021,83.87000275
21-10-2021,82.5
22-10-2021,83.76000214
25-10-2021,83.76000214
26-10-2021,84.65000153
27-10-2021,82.66000366
28-10-2021,82.80999756
29-10-2021,83.56999969
01-11-2021,84.05000305
02-11-2021,83.91000366
03-11-2021,80.86000061
04-11-2021,78.80999756
05-11-2021,81.26999664
08-11-2021,81.93000031
09-11-2021,84.15000153
10-11-2021,81.33999634
11-11-2021,81.58999634
12-11-2021,80.79000092
15-11-2021,80.87999725
16-11-2021,80.76000214
17-11-2021,78.36000061
18-11-2021,79.01000214
19-11-2021,76.09999847
22-11-2021,76.75
23-11-2021,78.5
24-11-2021,78.38999939
25-11-2021,78.02999878
26-11-2021,68.15000153
29-11-2021,69.94999695
30-11-2021,66.18000031
01-12-2021,65.56999969
02-12-2021,66.5
03-12-2021,66.26000214
06-12-2021,69.48999786
07-12-2021,72.05000305
08-12-2021,72.36000061
09-12-2021,70.94000244
10-12-2021,71.66999817
13-12-2021,71.29000092
14-12-2021,70.73000336
15-12-2021,70.87000275
16-12-2021,72.37999725
17-12-2021,70.86000061
20-12-2021,68.23000336
21-12-2021,71.12000275
22-12-2021,72.76000214
23-12-2021,73.79000092
