Date,Price
04-12-2020,46.25999832
07-12-2020,45.75999832
08-12-2020,45.59999847
09-12-2020,45.52000046
10-12-2020,46.77999878
11-12-2020,46.56999969
14-12-2020,46.99000168
15-12-2020,47.61999893
16-12-2020,47.81999969
17-12-2020,48.36000061
18-12-2020,49.09999847
21-12-2020,47.74000168
22-12-2020,47.02000046
23-12-2020,48.11999893
24-12-2020,48.22999954
25-12-2020,47.92499924
28-12-2020,47.61999893
29-12-2020,48
30-12-2020,48.40000153
31-12-2020,48.52000046
01-01-2021,48.06999969
04-01-2021,47.61999893
05-01-2021,49.93000031
06-01-2021,50.63000107
07-01-2021,50.83000183
08-01-2021,52.24000168
11-01-2021,52.25
12-01-2021,53.20999908
13-01-2021,52.90999985
14-01-2021,53.56999969
15-01-2021,52.36000061
19-01-2021,52.97999954
20-01-2021,53.24000168
21-01-2021,53.13000107
22-01-2021,52.27000046
25-01-2021,52.77000046
26-01-2021,52.61000061
27-01-2021,52.84999847
28-01-2021,52.34000015
29-01-2021,52.20000076
01-02-2021,53.54999924
02-02-2021,54.75999832
03-02-2021,55.68999863
04-02-2021,56.22999954
05-02-2021,56.84999847
08-02-2021,57.97000122
09-02-2021,58.36000061
10-02-2021,58.68000031
11-02-2021,58.24000168
12-02-2021,59.47000122
16-02-2021,60.04999924
17-02-2021,61.13999939
18-02-2021,60.52000046
19-02-2021,59.24000168
22-02-2021,61.49000168
23-02-2021,61.66999817
24-02-2021,63.22000122
25-02-2021,63.52999878
26-02-2021,61.5
01-03-2021,60.63999939
02-03-2021,59.75
03-03-2021,61.27999878
04-03-2021,63.83000183
05-03-2021,66.08999634
08-03-2021,65.05000305
09-03-2021,64.01000214
10-03-2021,64.44000244
11-03-2021,66.01999664
12-03-2021,65.61000061
15-03-2021,65.38999939
